#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value


#Text=<h1 align="center">Jury</h1>  <p align="center"> <a href="https://pypi.org/project/jury"><img src="https://img.shields.io/pypi/pyversions/jury" alt="Python versions"></a> <a href="https://pepy.tech/project/jury"><img src="https://pepy.tech/badge/jury" alt="downloads"></a> <a href="https://pypi.org/project/jury"><img src="https://img.shields.io/pypi/v/jury?
1-1	0-1	<	*[523]|*[775]	SOFTWARE[523]|SOFTWARE[775]
#Text=assignees=&labels=&projects=&template=new-metric.md&title=) \| \| All other issues and questions \| \[General Issues\](https://github.com/obss/jury/issues/new)                                                            \|  ## <div align="center"> License </div>  Licensed under the \[MIT\](LICENSE) License.
48-1	14804-14813	assignees	*[775]	SOFTWARE[775]
48-2	14813-14814	=	*[775]	SOFTWARE[775]
48-3	14814-14815	&	*[775]	SOFTWARE[775]
48-4	14815-14821	labels	*[775]	SOFTWARE[775]
48-5	14821-14822	=	*[775]	SOFTWARE[775]
48-6	14822-14823	&	*[775]	SOFTWARE[775]
48-7	14823-14831	projects	*[775]	SOFTWARE[775]
48-8	14831-14832	=	*[775]	SOFTWARE[775]
48-9	14832-14833	&	*[775]	SOFTWARE[775]
48-10	14833-14841	template	*[775]	SOFTWARE[775]
48-11	14841-14842	=	*[775]	SOFTWARE[775]
48-12	14842-14855	new-metric.md	*[775]	SOFTWARE[775]
48-13	14855-14856	&	*[775]	SOFTWARE[775]
48-14	14856-14861	title	*[775]	SOFTWARE[775]
48-15	14861-14862	=	*[775]	SOFTWARE[775]
48-16	14862-14863	)	*[775]	SOFTWARE[775]
48-17	14864-14865	\|	*[775]	SOFTWARE[775]
48-18	14866-14867	\|	*[775]	SOFTWARE[775]
48-19	14868-14871	All	*[775]	SOFTWARE[775]
48-20	14872-14877	other	*[775]	SOFTWARE[775]
48-21	14878-14884	issues	*[775]	SOFTWARE[775]
48-22	14885-14888	and	*[775]	SOFTWARE[775]
48-23	14889-14898	questions	*[775]	SOFTWARE[775]
48-24	14899-14900	\|	*[775]	SOFTWARE[775]
48-25	14901-14902	\[	*[775]	SOFTWARE[775]
48-26	14902-14909	General	*[775]	SOFTWARE[775]
48-27	14910-14916	Issues	*[775]	SOFTWARE[775]
48-28	14916-14917	\]	*[775]	SOFTWARE[775]
48-29	14917-14918	(	*[775]	SOFTWARE[775]
48-30	14918-14923	https	*[775]	SOFTWARE[775]
48-31	14923-14924	:	*[775]	SOFTWARE[775]
48-32	14924-14925	/	*[775]	SOFTWARE[775]
48-33	14925-14926	/	*[775]	SOFTWARE[775]
48-34	14926-14936	github.com	*[775]	SOFTWARE[775]
48-35	14936-14937	/	*[775]	SOFTWARE[775]
48-36	14937-14941	obss	*[775]	SOFTWARE[775]
48-37	14941-14942	/	*[775]	SOFTWARE[775]
48-38	14942-14946	jury	*[775]	SOFTWARE[775]
48-39	14946-14947	/	*[775]	SOFTWARE[775]
48-40	14947-14953	issues	*[775]	SOFTWARE[775]
48-41	14953-14954	/	*[775]	SOFTWARE[775]
48-42	14954-14957	new	*[775]	SOFTWARE[775]
48-43	14957-14958	)	*[775]	SOFTWARE[775]
48-44	15018-15019	\|	*[775]	SOFTWARE[775]
48-45	15021-15022	#	*[775]	SOFTWARE[775]
48-46	15022-15023	#	*[775]	SOFTWARE[775]
48-47	15024-15025	<	*[775]	SOFTWARE[775]
48-48	15025-15028	div	*[775]	SOFTWARE[775]
48-49	15029-15034	align	*[775]	SOFTWARE[775]
48-50	15034-15035	=	*[775]	SOFTWARE[775]
48-51	15035-15036	"	*[775]	SOFTWARE[775]
48-52	15036-15042	center	*[775]	SOFTWARE[775]
48-53	15042-15043	"	*[775]	SOFTWARE[775]
48-54	15043-15044	>	*[775]	SOFTWARE[775]
48-55	15045-15052	License	*[775]	SOFTWARE[775]
48-56	15053-15054	<	*[775]	SOFTWARE[775]
48-57	15054-15055	/	*[775]	SOFTWARE[775]
48-58	15055-15058	div	*[775]	SOFTWARE[775]
48-59	15058-15059	>	*[775]	SOFTWARE[775]
48-60	15061-15069	Licensed	*[775]	SOFTWARE[775]
48-61	15070-15075	under	*[775]	SOFTWARE[775]
48-62	15076-15079	the	*[775]	SOFTWARE[775]
48-63	15080-15081	\[	*[775]	SOFTWARE[775]
48-64	15081-15084	MIT	*[775]	SOFTWARE[775]
48-65	15084-15085	\]	*[775]	SOFTWARE[775]
48-66	15085-15086	(	*[775]	SOFTWARE[775]
48-67	15086-15093	LICENSE	*[775]	SOFTWARE[775]
48-68	15093-15094	)	*[775]	SOFTWARE[775]
48-69	15095-15102	License	*[775]	SOFTWARE[775]
48-70	15102-15103	.	*[775]	SOFTWARE[775]
