#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value


#Text=<h1 align="center">PFHedge: Deep Hedging in PyTorch</h1>  \[!
1-1	0-1	<	*[523]|*[788]	SOFTWARE[523]|SOFTWARE[788]
73-163	13855-13856	)	*[788]	SOFTWARE[788]
73-164	13857-13858	`	*[788]	SOFTWARE[788]
73-165	13858-13859	`	*[788]	SOFTWARE[788]
73-166	13859-13860	`	*[788]	SOFTWARE[788]
73-167	13862-13863	#	*[788]	SOFTWARE[788]
73-168	13863-13864	#	*[788]	SOFTWARE[788]
73-169	13864-13865	#	*[788]	SOFTWARE[788]
73-170	13866-13875	Autogreek	*[788]	SOFTWARE[788]
73-171	13877-13878	A	*[788]	SOFTWARE[788]
73-172	13879-13885	module	*[788]	SOFTWARE[788]
73-173	13886-13887	\[	*[788]	SOFTWARE[788]
73-174	13887-13888	`	*[788]	SOFTWARE[788]
73-175	13888-13905	pfhedge.autogreek	*[788]	SOFTWARE[788]
73-175	13888-13895	pfhedge	*[788]	SOFTWARE[788]
73-176	13905-13906	`	*[788]	SOFTWARE[788]
73-177	13906-13907	\]	*[788]	SOFTWARE[788]
73-178	13907-13908	(	*[788]	SOFTWARE[788]
73-179	13908-13913	https	*[788]	SOFTWARE[788]
73-180	13913-13914	:	*[788]	SOFTWARE[788]
73-181	13914-13915	/	*[788]	SOFTWARE[788]
73-182	13915-13916	/	*[788]	SOFTWARE[788]
73-183	13916-13940	pfnet-research.github.io	*[788]	SOFTWARE[788]
73-184	13940-13941	/	*[788]	SOFTWARE[788]
73-185	13941-13948	pfhedge	*[788]	SOFTWARE[788]
73-186	13948-13949	/	*[788]	SOFTWARE[788]
73-187	13949-13963	autogreek.html	*[788]	SOFTWARE[788]
73-188	13963-13964	)	*[788]	SOFTWARE[788]
73-189	13965-13973	provides	*[788]	SOFTWARE[788]
73-190	13974-13983	functions	*[788]	SOFTWARE[788]
73-191	13984-13996	implementing	*[788]	SOFTWARE[788]
73-192	13997-14006	automatic	*[788]	SOFTWARE[788]
73-193	14007-14017	evaluation	*[788]	SOFTWARE[788]
73-194	14018-14020	of	*[788]	SOFTWARE[788]
73-195	14021-14027	greeks	*[788]	SOFTWARE[788]
73-196	14028-14033	using	*[788]	SOFTWARE[788]
73-197	14034-14043	automatic	*[788]	SOFTWARE[788]
73-198	14044-14059	differentiation	*[788]	SOFTWARE[788]
73-199	14059-14060	.	*[788]	SOFTWARE[788]

#Text=```py import pfhedge.autogreek as autogreek from pfhedge.instruments import BrownianStock from pfhedge.instruments import EuropeanOption from pfhedge.nn import Hedger from pfhedge.nn import WhalleyWilmott  derivative = EuropeanOption(BrownianStock(cost=1e-4))  model = WhalleyWilmott(derivative) hedger = Hedger(model, inputs=model.inputs())  def pricer(spot):     return hedger.price(derivative, init\_state=(spot,), enable\_grad=True)  delta = autogreek.delta(pricer, spot=torch.tensor(1.0)) # tensor(0.5092) gamma = autogreek.gamma(pricer, spot=torch.tensor(1.0)) # tensor(0.0885) ```  ## Contribution  Any contributions to PFHedge are more than welcome!
74-1	14062-14063	`	*[788]	SOFTWARE[788]
74-2	14063-14064	`	*[788]	SOFTWARE[788]
74-3	14064-14065	`	*[788]	SOFTWARE[788]
74-4	14065-14067	py	*[788]	SOFTWARE[788]
74-5	14068-14074	import	*[788]	SOFTWARE[788]
74-6	14075-14092	pfhedge.autogreek	*[788]	SOFTWARE[788]
74-7	14093-14095	as	*[788]	SOFTWARE[788]
74-8	14096-14105	autogreek	*[788]	SOFTWARE[788]
74-9	14106-14110	from	*[788]	SOFTWARE[788]
74-10	14111-14130	pfhedge.instruments	*[788]	SOFTWARE[788]
74-11	14131-14137	import	*[788]	SOFTWARE[788]
74-12	14138-14151	BrownianStock	*[788]	SOFTWARE[788]
74-13	14152-14156	from	*[788]	SOFTWARE[788]
74-14	14157-14176	pfhedge.instruments	*[788]	SOFTWARE[788]
74-15	14177-14183	import	*[788]	SOFTWARE[788]
74-16	14184-14198	EuropeanOption	*[788]	SOFTWARE[788]
74-17	14199-14203	from	*[788]	SOFTWARE[788]
74-18	14204-14214	pfhedge.nn	*[788]	SOFTWARE[788]
74-19	14215-14221	import	*[788]	SOFTWARE[788]
74-20	14222-14228	Hedger	*[788]	SOFTWARE[788]
74-21	14229-14233	from	*[788]	SOFTWARE[788]
74-22	14234-14244	pfhedge.nn	*[788]	SOFTWARE[788]
74-23	14245-14251	import	*[788]	SOFTWARE[788]
74-24	14252-14266	WhalleyWilmott	*[788]	SOFTWARE[788]
74-25	14268-14278	derivative	*[788]	SOFTWARE[788]
74-26	14279-14280	=	*[788]	SOFTWARE[788]
74-27	14281-14295	EuropeanOption	*[788]	SOFTWARE[788]
74-28	14295-14296	(	*[788]	SOFTWARE[788]
74-29	14296-14309	BrownianStock	*[788]	SOFTWARE[788]
74-30	14309-14310	(	*[788]	SOFTWARE[788]
74-31	14310-14314	cost	*[788]	SOFTWARE[788]
74-32	14314-14315	=	*[788]	SOFTWARE[788]
74-33	14315-14317	1e	*[788]	SOFTWARE[788]
74-34	14317-14318	-	*[788]	SOFTWARE[788]
74-35	14318-14319	4	*[788]	SOFTWARE[788]
74-36	14319-14320	)	*[788]	SOFTWARE[788]
74-37	14320-14321	)	*[788]	SOFTWARE[788]
74-38	14323-14328	model	*[788]	SOFTWARE[788]
74-39	14329-14330	=	*[788]	SOFTWARE[788]
74-40	14331-14345	WhalleyWilmott	*[788]	SOFTWARE[788]
74-41	14345-14346	(	*[788]	SOFTWARE[788]
74-42	14346-14356	derivative	*[788]	SOFTWARE[788]
74-43	14356-14357	)	*[788]	SOFTWARE[788]
74-44	14358-14364	hedger	*[788]	SOFTWARE[788]
74-45	14365-14366	=	*[788]	SOFTWARE[788]
74-46	14367-14373	Hedger	*[788]	SOFTWARE[788]
74-47	14373-14374	(	*[788]	SOFTWARE[788]
74-48	14374-14379	model	*[788]	SOFTWARE[788]
74-49	14379-14380	,	*[788]	SOFTWARE[788]
74-50	14381-14387	inputs	*[788]	SOFTWARE[788]
74-51	14387-14388	=	*[788]	SOFTWARE[788]
74-52	14388-14400	model.inputs	*[788]	SOFTWARE[788]
74-53	14400-14401	(	*[788]	SOFTWARE[788]
74-54	14401-14402	)	*[788]	SOFTWARE[788]
74-55	14402-14403	)	*[788]	SOFTWARE[788]
74-56	14405-14408	def	*[788]	SOFTWARE[788]
74-57	14409-14415	pricer	*[788]	SOFTWARE[788]
74-58	14415-14416	(	*[788]	SOFTWARE[788]
74-59	14416-14420	spot	*[788]	SOFTWARE[788]
74-60	14420-14421	)	*[788]	SOFTWARE[788]
74-61	14421-14422	:	*[788]	SOFTWARE[788]
74-62	14427-14433	return	*[788]	SOFTWARE[788]
74-63	14434-14446	hedger.price	*[788]	SOFTWARE[788]
74-64	14446-14447	(	*[788]	SOFTWARE[788]
74-65	14447-14457	derivative	*[788]	SOFTWARE[788]
74-66	14457-14458	,	*[788]	SOFTWARE[788]
74-67	14459-14469	init\_state	*[788]	SOFTWARE[788]
74-68	14469-14470	=	*[788]	SOFTWARE[788]
74-69	14470-14471	(	*[788]	SOFTWARE[788]
74-70	14471-14475	spot	*[788]	SOFTWARE[788]
74-71	14475-14476	,	*[788]	SOFTWARE[788]
74-72	14476-14477	)	*[788]	SOFTWARE[788]
74-73	14477-14478	,	*[788]	SOFTWARE[788]
74-74	14479-14490	enable\_grad	*[788]	SOFTWARE[788]
74-75	14490-14491	=	*[788]	SOFTWARE[788]
74-76	14491-14495	True	*[788]	SOFTWARE[788]
74-77	14495-14496	)	*[788]	SOFTWARE[788]
74-78	14498-14503	delta	*[788]	SOFTWARE[788]
74-79	14504-14505	=	*[788]	SOFTWARE[788]
74-80	14506-14521	autogreek.delta	*[788]	SOFTWARE[788]
74-81	14521-14522	(	*[788]	SOFTWARE[788]
74-82	14522-14528	pricer	*[788]	SOFTWARE[788]
74-83	14528-14529	,	*[788]	SOFTWARE[788]
74-84	14530-14534	spot	*[788]	SOFTWARE[788]
74-85	14534-14535	=	*[788]	SOFTWARE[788]
74-86	14535-14547	torch.tensor	*[788]	SOFTWARE[788]
74-87	14547-14548	(	*[788]	SOFTWARE[788]
74-88	14548-14551	1.0	*[788]	SOFTWARE[788]
74-89	14551-14552	)	*[788]	SOFTWARE[788]
74-90	14552-14553	)	*[788]	SOFTWARE[788]
74-91	14554-14555	#	*[788]	SOFTWARE[788]
74-92	14556-14562	tensor	*[788]	SOFTWARE[788]
74-93	14562-14563	(	*[788]	SOFTWARE[788]
74-94	14563-14569	0.5092	*[788]	SOFTWARE[788]
74-95	14569-14570	)	*[788]	SOFTWARE[788]
74-96	14571-14576	gamma	*[788]	SOFTWARE[788]
74-97	14577-14578	=	*[788]	SOFTWARE[788]
74-98	14579-14594	autogreek.gamma	*[788]	SOFTWARE[788]
74-99	14594-14595	(	*[788]	SOFTWARE[788]
74-100	14595-14601	pricer	*[788]	SOFTWARE[788]
74-101	14601-14602	,	*[788]	SOFTWARE[788]
74-102	14603-14607	spot	*[788]	SOFTWARE[788]
74-103	14607-14608	=	*[788]	SOFTWARE[788]
74-104	14608-14620	torch.tensor	*[788]	SOFTWARE[788]
74-105	14620-14621	(	*[788]	SOFTWARE[788]
74-106	14621-14624	1.0	*[788]	SOFTWARE[788]
74-107	14624-14625	)	*[788]	SOFTWARE[788]
74-108	14625-14626	)	*[788]	SOFTWARE[788]
74-109	14627-14628	#	*[788]	SOFTWARE[788]
74-110	14629-14635	tensor	*[788]	SOFTWARE[788]
74-111	14635-14636	(	*[788]	SOFTWARE[788]
74-112	14636-14642	0.0885	*[788]	SOFTWARE[788]
74-113	14642-14643	)	*[788]	SOFTWARE[788]
74-114	14644-14645	`	*[788]	SOFTWARE[788]
74-115	14645-14646	`	*[788]	SOFTWARE[788]
74-116	14646-14647	`	*[788]	SOFTWARE[788]
74-117	14649-14650	#	*[788]	SOFTWARE[788]
74-118	14650-14651	#	*[788]	SOFTWARE[788]
74-119	14652-14664	Contribution	*[788]	SOFTWARE[788]
74-120	14666-14669	Any	*[788]	SOFTWARE[788]
74-121	14670-14683	contributions	*[788]	SOFTWARE[788]
74-122	14684-14686	to	*[788]	SOFTWARE[788]
74-123	14687-14694	PFHedge	*[788]	SOFTWARE[788]
74-124	14695-14698	are	*[788]	SOFTWARE[788]
74-125	14699-14703	more	*[788]	SOFTWARE[788]
74-126	14704-14708	than	*[788]	SOFTWARE[788]
74-127	14709-14716	welcome	*[788]	SOFTWARE[788]
74-128	14716-14717	!	*[788]	SOFTWARE[788]

#Text=\* GitHub Issues: Bug reports, feature requests, and questions. \* Pull Requests: Bug-fixes, feature implementations, and documentation updates.
75-1	14719-14720	\*	*[788]	SOFTWARE[788]
75-2	14721-14727	GitHub	*[788]	SOFTWARE[788]
75-3	14728-14734	Issues	*[788]	SOFTWARE[788]
75-4	14734-14735	:	*[788]	SOFTWARE[788]
75-5	14736-14739	Bug	*[788]	SOFTWARE[788]
75-6	14740-14747	reports	*[788]	SOFTWARE[788]
75-7	14747-14748	,	*[788]	SOFTWARE[788]
75-8	14749-14756	feature	*[788]	SOFTWARE[788]
75-9	14757-14765	requests	*[788]	SOFTWARE[788]
75-10	14765-14766	,	*[788]	SOFTWARE[788]
75-11	14767-14770	and	*[788]	SOFTWARE[788]
75-12	14771-14780	questions	*[788]	SOFTWARE[788]
75-13	14780-14781	.	*[788]	SOFTWARE[788]
75-14	14782-14783	\*	*[788]	SOFTWARE[788]
75-15	14784-14788	Pull	*[788]	SOFTWARE[788]
75-16	14789-14797	Requests	*[788]	SOFTWARE[788]
75-17	14797-14798	:	*[788]	SOFTWARE[788]
75-18	14799-14808	Bug-fixes	*[788]	SOFTWARE[788]
75-19	14808-14809	,	*[788]	SOFTWARE[788]
75-20	14810-14817	feature	*[788]	SOFTWARE[788]
75-21	14818-14833	implementations	*[788]	SOFTWARE[788]
75-22	14833-14834	,	*[788]	SOFTWARE[788]
75-23	14835-14838	and	*[788]	SOFTWARE[788]
75-24	14839-14852	documentation	*[788]	SOFTWARE[788]
75-25	14853-14860	updates	*[788]	SOFTWARE[788]
75-26	14860-14861	.	*[788]	SOFTWARE[788]

#Text=Please take a look at \[CONTRIBUTING.md\](.github/CONTRIBUTING.md) before creating a pull request.
76-1	14863-14869	Please	*[788]	SOFTWARE[788]
76-2	14870-14874	take	*[788]	SOFTWARE[788]
76-3	14875-14876	a	*[788]	SOFTWARE[788]
76-4	14877-14881	look	*[788]	SOFTWARE[788]
76-5	14882-14884	at	*[788]	SOFTWARE[788]
76-6	14885-14886	\[	*[788]	SOFTWARE[788]
76-7	14886-14901	CONTRIBUTING.md	*[788]	SOFTWARE[788]
76-8	14901-14902	\]	*[788]	SOFTWARE[788]
76-9	14902-14903	(	*[788]	SOFTWARE[788]
76-10	14903-14904	.	*[788]	SOFTWARE[788]
76-11	14904-14910	github	*[788]	SOFTWARE[788]
76-12	14910-14911	/	*[788]	SOFTWARE[788]
76-13	14911-14926	CONTRIBUTING.md	*[788]	SOFTWARE[788]
76-14	14926-14927	)	*[788]	SOFTWARE[788]
76-15	14928-14934	before	*[788]	SOFTWARE[788]
76-16	14935-14943	creating	*[788]	SOFTWARE[788]
76-17	14944-14945	a	*[788]	SOFTWARE[788]
76-18	14946-14950	pull	*[788]	SOFTWARE[788]
76-19	14951-14958	request	*[788]	SOFTWARE[788]
76-20	14958-14959	.	*[788]	SOFTWARE[788]

#Text=This project is owned by \[Preferred Networks\](https://www.preferred.jp/en/) and maintained by \[Shota Imaki\](https://github.com/simaki) and \[Masanori Hirano\](https://github.com/masanorihirano).  ## References  \* Hans Bühler, Lukas Gonon, Josef Teichmann and Ben Wood, "\[Deep hedging\]\[deep-hedging-qf\]".
77-1	14961-14965	This	*[788]	SOFTWARE[788]
77-2	14966-14973	project	*[788]	SOFTWARE[788]
77-3	14974-14976	is	*[788]	SOFTWARE[788]
77-4	14977-14982	owned	*[788]	SOFTWARE[788]
77-5	14983-14985	by	*[788]	SOFTWARE[788]
77-6	14986-14987	\[	*[788]	SOFTWARE[788]
77-7	14987-14996	Preferred	*[788]	SOFTWARE[788]
77-8	14997-15005	Networks	*[788]	SOFTWARE[788]
77-9	15005-15006	\]	*[788]	SOFTWARE[788]
77-10	15006-15007	(	*[788]	SOFTWARE[788]
77-11	15007-15012	https	*[788]	SOFTWARE[788]
77-12	15012-15013	:	*[788]	SOFTWARE[788]
77-13	15013-15014	/	*[788]	SOFTWARE[788]
77-14	15014-15015	/	*[788]	SOFTWARE[788]
77-15	15015-15031	www.preferred.jp	*[788]	SOFTWARE[788]
77-16	15031-15032	/	*[788]	SOFTWARE[788]
77-17	15032-15034	en	*[788]	SOFTWARE[788]
77-18	15034-15035	/	*[788]	SOFTWARE[788]
77-19	15035-15036	)	*[788]	SOFTWARE[788]
77-20	15037-15040	and	*[788]	SOFTWARE[788]
77-21	15041-15051	maintained	*[788]	SOFTWARE[788]
77-22	15052-15054	by	*[788]	SOFTWARE[788]
77-23	15055-15056	\[	*[788]	SOFTWARE[788]
77-24	15056-15061	Shota	*[788]	SOFTWARE[788]
77-25	15062-15067	Imaki	*[788]	SOFTWARE[788]
77-26	15067-15068	\]	*[788]	SOFTWARE[788]
77-27	15068-15069	(	*[788]	SOFTWARE[788]
77-28	15069-15074	https	*[788]	SOFTWARE[788]
77-29	15074-15075	:	*[788]	SOFTWARE[788]
77-30	15075-15076	/	*[788]	SOFTWARE[788]
77-31	15076-15077	/	*[788]	SOFTWARE[788]
77-32	15077-15087	github.com	*[788]	SOFTWARE[788]
77-33	15087-15088	/	*[788]	SOFTWARE[788]
77-34	15088-15094	simaki	*[788]	SOFTWARE[788]
77-35	15094-15095	)	*[788]	SOFTWARE[788]
77-36	15096-15099	and	*[788]	SOFTWARE[788]
77-37	15100-15101	\[	*[788]	SOFTWARE[788]
77-38	15101-15109	Masanori	*[788]	SOFTWARE[788]
77-39	15110-15116	Hirano	*[788]	SOFTWARE[788]
77-40	15116-15117	\]	*[788]	SOFTWARE[788]
77-41	15117-15118	(	*[788]	SOFTWARE[788]
77-42	15118-15123	https	*[788]	SOFTWARE[788]
77-43	15123-15124	:	*[788]	SOFTWARE[788]
77-44	15124-15125	/	*[788]	SOFTWARE[788]
77-45	15125-15126	/	*[788]	SOFTWARE[788]
77-46	15126-15136	github.com	*[788]	SOFTWARE[788]
77-47	15136-15137	/	*[788]	SOFTWARE[788]
77-48	15137-15151	masanorihirano	*[788]	SOFTWARE[788]
77-49	15151-15152	)	*[788]	SOFTWARE[788]
77-50	15152-15153	.	*[788]	SOFTWARE[788]
77-51	15155-15156	#	*[788]	SOFTWARE[788]
77-52	15156-15157	#	*[788]	SOFTWARE[788]
77-53	15158-15168	References	*[788]	SOFTWARE[788]
77-54	15170-15171	\*	*[788]	SOFTWARE[788]
77-55	15172-15176	Hans	*[788]	SOFTWARE[788]
77-56	15177-15183	Bühler	*[788]	SOFTWARE[788]
77-57	15183-15184	,	*[788]	SOFTWARE[788]
77-58	15185-15190	Lukas	*[788]	SOFTWARE[788]
77-59	15191-15196	Gonon	*[788]	SOFTWARE[788]
77-60	15196-15197	,	*[788]	SOFTWARE[788]
77-61	15198-15203	Josef	*[788]	SOFTWARE[788]
77-62	15204-15213	Teichmann	*[788]	SOFTWARE[788]
77-63	15214-15217	and	*[788]	SOFTWARE[788]
77-64	15218-15221	Ben	*[788]	SOFTWARE[788]
77-65	15222-15226	Wood	*[788]	SOFTWARE[788]
77-66	15226-15227	,	*[788]	SOFTWARE[788]
77-67	15228-15229	"	*[788]	SOFTWARE[788]
77-68	15229-15230	\[	*[788]	SOFTWARE[788]
77-69	15230-15234	Deep	*[788]	SOFTWARE[788]
77-70	15235-15242	hedging	*[788]	SOFTWARE[788]
77-71	15242-15243	\]	*[788]	SOFTWARE[788]
77-72	15243-15244	\[	*[788]	SOFTWARE[788]
77-73	15244-15259	deep-hedging-qf	*[788]	SOFTWARE[788]
77-74	15259-15260	\]	*[788]	SOFTWARE[788]
77-75	15260-15261	"	*[788]	SOFTWARE[788]
77-76	15261-15262	.	*[788]	SOFTWARE[788]

#Text=Quantitative Finance, 2019, 19, 1271-1291. arXiv:\[1802.03042\]\[deep-hedging-arxiv\] \\\[q-fin.CP\\\]. \* Hans Bühler, Lukas Gonon, Josef Teichmann, Ben Wood, Baranidharan Mohan and Jonathan Kochems, \[Deep Hedging: Hedging Derivatives Under Generic Market Frictions Using Reinforcement Learning\]\[deep-hedging-wp\] (March 19, 2019).
78-1	15263-15275	Quantitative	*[788]	SOFTWARE[788]
78-2	15276-15283	Finance	*[788]	SOFTWARE[788]
78-3	15283-15284	,	*[788]	SOFTWARE[788]
78-4	15285-15289	2019	*[788]	SOFTWARE[788]
78-5	15289-15290	,	*[788]	SOFTWARE[788]
78-6	15291-15293	19	*[788]	SOFTWARE[788]
78-7	15293-15294	,	*[788]	SOFTWARE[788]
78-8	15295-15299	1271	*[788]	SOFTWARE[788]
78-9	15299-15300	-	*[788]	SOFTWARE[788]
78-10	15300-15304	1291	*[788]	SOFTWARE[788]
78-11	15304-15305	.	*[788]	SOFTWARE[788]
78-12	15306-15311	arXiv	*[788]	SOFTWARE[788]
78-13	15311-15312	:	*[788]	SOFTWARE[788]
78-14	15312-15313	\[	*[788]	SOFTWARE[788]
78-15	15313-15323	1802.03042	*[788]	SOFTWARE[788]
78-16	15323-15324	\]	*[788]	SOFTWARE[788]
78-17	15324-15325	\[	*[788]	SOFTWARE[788]
78-18	15325-15343	deep-hedging-arxiv	*[788]	SOFTWARE[788]
78-19	15343-15344	\]	*[788]	SOFTWARE[788]
78-20	15345-15346	\\	*[788]	SOFTWARE[788]
78-21	15346-15347	\[	*[788]	SOFTWARE[788]
78-22	15347-15355	q-fin.CP	*[788]	SOFTWARE[788]
78-23	15355-15356	\\	*[788]	SOFTWARE[788]
78-24	15356-15357	\]	*[788]	SOFTWARE[788]
78-25	15357-15358	.	*[788]	SOFTWARE[788]
78-26	15359-15360	\*	*[788]	SOFTWARE[788]
78-27	15361-15365	Hans	*[788]	SOFTWARE[788]
78-28	15366-15372	Bühler	*[788]	SOFTWARE[788]
78-29	15372-15373	,	*[788]	SOFTWARE[788]
78-30	15374-15379	Lukas	*[788]	SOFTWARE[788]
78-31	15380-15385	Gonon	*[788]	SOFTWARE[788]
78-32	15385-15386	,	*[788]	SOFTWARE[788]
78-33	15387-15392	Josef	*[788]	SOFTWARE[788]
78-34	15393-15402	Teichmann	*[788]	SOFTWARE[788]
78-35	15402-15403	,	*[788]	SOFTWARE[788]
78-36	15404-15407	Ben	*[788]	SOFTWARE[788]
78-37	15408-15412	Wood	*[788]	SOFTWARE[788]
78-38	15412-15413	,	*[788]	SOFTWARE[788]
78-39	15414-15426	Baranidharan	*[788]	SOFTWARE[788]
78-40	15427-15432	Mohan	*[788]	SOFTWARE[788]
78-41	15433-15436	and	*[788]	SOFTWARE[788]
78-42	15437-15445	Jonathan	*[788]	SOFTWARE[788]
78-43	15446-15453	Kochems	*[788]	SOFTWARE[788]
78-44	15453-15454	,	*[788]	SOFTWARE[788]
78-45	15455-15456	\[	*[788]	SOFTWARE[788]
78-46	15456-15460	Deep	*[788]	SOFTWARE[788]
78-47	15461-15468	Hedging	*[788]	SOFTWARE[788]
78-48	15468-15469	:	*[788]	SOFTWARE[788]
78-49	15470-15477	Hedging	*[788]	SOFTWARE[788]
78-50	15478-15489	Derivatives	*[788]	SOFTWARE[788]
78-51	15490-15495	Under	*[788]	SOFTWARE[788]
78-52	15496-15503	Generic	*[788]	SOFTWARE[788]
78-53	15504-15510	Market	*[788]	SOFTWARE[788]
78-54	15511-15520	Frictions	*[788]	SOFTWARE[788]
78-55	15521-15526	Using	*[788]	SOFTWARE[788]
78-56	15527-15540	Reinforcement	*[788]	SOFTWARE[788]
78-57	15541-15549	Learning	*[788]	SOFTWARE[788]
78-58	15549-15550	\]	*[788]	SOFTWARE[788]
78-59	15550-15551	\[	*[788]	SOFTWARE[788]
78-60	15551-15566	deep-hedging-wp	*[788]	SOFTWARE[788]
78-61	15566-15567	\]	*[788]	SOFTWARE[788]
78-62	15568-15569	(	*[788]	SOFTWARE[788]
78-63	15569-15574	March	*[788]	SOFTWARE[788]
78-64	15575-15577	19	*[788]	SOFTWARE[788]
78-65	15577-15578	,	*[788]	SOFTWARE[788]
78-66	15579-15583	2019	*[788]	SOFTWARE[788]
78-67	15583-15584	)	*[788]	SOFTWARE[788]
78-68	15584-15585	.	*[788]	SOFTWARE[788]

#Text=Swiss Finance Institute Research Paper No. 19-80. \* Shota Imaki, Kentaro Imajo, Katsuya Ito, Kentaro Minami and Kei Nakagawa, "No-Transaction Band Network: A Neural Network Architecture for Efficient Deep Hedging". arXiv:\[2103.01775\]\[ntb-network-arxiv\] \\\[q-fin.CP\\\].
79-1	15586-15591	Swiss	*[788]	SOFTWARE[788]
79-2	15592-15599	Finance	*[788]	SOFTWARE[788]
79-3	15600-15609	Institute	*[788]	SOFTWARE[788]
79-4	15610-15618	Research	*[788]	SOFTWARE[788]
79-5	15619-15624	Paper	*[788]	SOFTWARE[788]
79-6	15625-15627	No	*[788]	SOFTWARE[788]
79-7	15627-15628	.	*[788]	SOFTWARE[788]
79-8	15629-15631	19	*[788]	SOFTWARE[788]
79-9	15631-15632	-	*[788]	SOFTWARE[788]
79-10	15632-15634	80	*[788]	SOFTWARE[788]
79-11	15634-15635	.	*[788]	SOFTWARE[788]
79-12	15636-15637	\*	*[788]	SOFTWARE[788]
79-13	15638-15643	Shota	*[788]	SOFTWARE[788]
79-14	15644-15649	Imaki	*[788]	SOFTWARE[788]
79-15	15649-15650	,	*[788]	SOFTWARE[788]
79-16	15651-15658	Kentaro	*[788]	SOFTWARE[788]
79-17	15659-15664	Imajo	*[788]	SOFTWARE[788]
79-18	15664-15665	,	*[788]	SOFTWARE[788]
79-19	15666-15673	Katsuya	*[788]	SOFTWARE[788]
79-20	15674-15677	Ito	*[788]	SOFTWARE[788]
79-21	15677-15678	,	*[788]	SOFTWARE[788]
79-22	15679-15686	Kentaro	*[788]	SOFTWARE[788]
79-23	15687-15693	Minami	*[788]	SOFTWARE[788]
79-24	15694-15697	and	*[788]	SOFTWARE[788]
79-25	15698-15701	Kei	*[788]	SOFTWARE[788]
79-26	15702-15710	Nakagawa	*[788]	SOFTWARE[788]
79-27	15710-15711	,	*[788]	SOFTWARE[788]
79-28	15712-15713	"	*[788]	SOFTWARE[788]
79-29	15713-15727	No-Transaction	*[788]	SOFTWARE[788]
79-30	15728-15732	Band	*[788]	SOFTWARE[788]
79-31	15733-15740	Network	*[788]	SOFTWARE[788]
79-32	15740-15741	:	*[788]	SOFTWARE[788]
79-33	15742-15743	A	*[788]	SOFTWARE[788]
79-34	15744-15750	Neural	*[788]	SOFTWARE[788]
79-35	15751-15758	Network	*[788]	SOFTWARE[788]
79-36	15759-15771	Architecture	*[788]	SOFTWARE[788]
79-37	15772-15775	for	*[788]	SOFTWARE[788]
79-38	15776-15785	Efficient	*[788]	SOFTWARE[788]
79-39	15786-15790	Deep	*[788]	SOFTWARE[788]
79-40	15791-15798	Hedging	*[788]	SOFTWARE[788]
79-41	15798-15799	"	*[788]	SOFTWARE[788]
79-42	15799-15800	.	*[788]	SOFTWARE[788]
79-43	15801-15806	arXiv	*[788]	SOFTWARE[788]
79-44	15806-15807	:	*[788]	SOFTWARE[788]
79-45	15807-15808	\[	*[788]	SOFTWARE[788]
79-46	15808-15818	2103.01775	*[788]	SOFTWARE[788]
79-47	15818-15819	\]	*[788]	SOFTWARE[788]
79-48	15819-15820	\[	*[788]	SOFTWARE[788]
79-49	15820-15837	ntb-network-arxiv	*[788]	SOFTWARE[788]
79-50	15837-15838	\]	*[788]	SOFTWARE[788]
79-51	15839-15840	\\	*[788]	SOFTWARE[788]
79-52	15840-15841	\[	*[788]	SOFTWARE[788]
79-53	15841-15849	q-fin.CP	*[788]	SOFTWARE[788]
79-54	15849-15850	\\	*[788]	SOFTWARE[788]
79-55	15850-15851	\]	*[788]	SOFTWARE[788]
79-56	15851-15852	.	*[788]	SOFTWARE[788]

#Text=\[deep-hedging-arxiv\]: https://arxiv.org/abs/1802.03042 \[deep-hedging-qf\]: https://www.tandfonline.com/doi/abs/10.1080/14697688.2019.1571683 \[deep-hedging-wp\]: https://papers.ssrn.com/sol3/papers.cfm?
80-1	15854-15855	\[	*[788]	SOFTWARE[788]
80-2	15855-15873	deep-hedging-arxiv	*[788]	SOFTWARE[788]
80-3	15873-15874	\]	*[788]	SOFTWARE[788]
80-4	15874-15875	:	*[788]	SOFTWARE[788]
80-5	15876-15881	https	*[788]	SOFTWARE[788]
80-6	15881-15882	:	*[788]	SOFTWARE[788]
80-7	15882-15883	/	*[788]	SOFTWARE[788]
80-8	15883-15884	/	*[788]	SOFTWARE[788]
80-9	15884-15893	arxiv.org	*[788]	SOFTWARE[788]
80-10	15893-15894	/	*[788]	SOFTWARE[788]
80-11	15894-15897	abs	*[788]	SOFTWARE[788]
80-12	15897-15898	/	*[788]	SOFTWARE[788]
80-13	15898-15908	1802.03042	*[788]	SOFTWARE[788]
80-14	15909-15910	\[	*[788]	SOFTWARE[788]
80-15	15910-15925	deep-hedging-qf	*[788]	SOFTWARE[788]
80-16	15925-15926	\]	*[788]	SOFTWARE[788]
80-17	15926-15927	:	*[788]	SOFTWARE[788]
80-18	15928-15933	https	*[788]	SOFTWARE[788]
80-19	15933-15934	:	*[788]	SOFTWARE[788]
80-20	15934-15935	/	*[788]	SOFTWARE[788]
80-21	15935-15936	/	*[788]	SOFTWARE[788]
80-22	15936-15955	www.tandfonline.com	*[788]	SOFTWARE[788]
80-23	15955-15956	/	*[788]	SOFTWARE[788]
